O,C,E,A,N,Article,Funct,Affect,CogMech,Inhib,Negemo,Sad,Bio,Body,Achiev,Health,Sexual,Adverbs,Prep,Relativ,Space,Time,Work,Certain,Assent,Anger,Insight,Posemo,Past,Verbs,Money,Percept,Friends,Social,Motion,Cause,Leisure,Incl,Home,Present,Humans,Anx,Relig,AuxVb,Negate,Ingest,Death,Quant,Tentat,Conj,Ipron,Pronoun,Swear,Hear,Family,See,Discrep,Numbers,Filler,Feel,Excl,Future,Nonflu,SheHe,Ppron,I,We,You,They,type_by_token_ratio,f_measure,i_measure,wrong_word_count,words_per_sentence,count_6,count_7,count_8,count_9,number_past_tense,number_present_tense,number_punctuations,vocabulary_richness,positive_score
high,mid,high,mid,low,0.061052631578947365,0.4905263157894737,0.035789473684210524,0.14526315789473684,0.004210526315789474,0.04631578947368421,0.004210526315789474,0.016842105263157894,0.008421052631578947,0.004210526315789474,0.002105263157894737,0.00631578947368421,0.037894736842105266,0.12210526315789473,0.10105263157894737,0.04631578947368421,0.05052631578947368,0.004210526315789474,0.021052631578947368,0.002105263157894737,0.0,0.01263157894736842,0.037894736842105266,0.014736842105263158,0.09263157894736843,0.002105263157894737,0.00631578947368421,0.0,0.06526315789473684,0.00631578947368421,0.016842105263157894,0.031578947368421054,0.042105263157894736,0.0,0.06736842105263158,0.002105263157894737,0.0,0.002105263157894737,0.05473684210526316,0.016842105263157894,0.0,0.00631578947368421,0.04631578947368421,0.02736842105263158,0.042105263157894736,0.037894736842105266,0.08842105263157894,0.0,0.002105263157894737,0.0,0.002105263157894737,0.010526315789473684,0.008421052631578947,0.004210526315789474,0.002105263157894737,0.02526315789473684,0.008421052631578947,0.0,0.002105263157894737,0.05052631578947368,0.004210526315789474,0.016842105263157894,0.01263157894736842,0.014736842105263158,0.6147368421052631,109.0,2400,0.05052631578947368,16.379310344827587,0.28842105263157897,0.20210526315789473,0.13052631578947368,0.06736842105263158,0.05052631578947368,0.014736842105263158,2.103448275862069,38.42722222222222,5.41862359550562
high,mid,high,mid,low,0.05668934240362812,0.4943310657596372,0.015873015873015872,0.17233560090702948,0.0,0.013605442176870748,0.0,0.0045351473922902496,0.0,0.009070294784580499,0.0,0.0,0.02947845804988662,0.14512471655328799,0.10430839002267574,0.061224489795918366,0.027210884353741496,0.0,0.013605442176870748,0.0,0.0,0.024943310657596373,0.03854875283446712,0.015873015873015872,0.1360544217687075,0.0022675736961451248,0.009070294784580499,0.0,0.05895691609977324,0.013605442176870748,0.018140589569160998,0.0,0.045351473922902494,0.0,0.08163265306122448,0.0045351473922902496,0.0,0.0,0.09297052154195011,0.011337868480725623,0.0045351473922902496,0.0,0.031746031746031744,0.027210884353741496,0.049886621315192746,0.034013605442176874,0.07029478458049887,0.0,0.0,0.0,0.0022675736961451248,0.024943310657596373,0.0045351473922902496,0.0022675736961451248,0.006802721088435374,0.02040816326530612,0.015873015873015872,0.0,0.0,0.036281179138321996,0.0045351473922902496,0.013605442176870748,0.013605442176870748,0.0045351473922902496,0.54421768707483,108.0,2400,0.05215419501133787,17.64,0.2857142857142857,0.19047619047619047,0.12244897959183673,0.08163265306122448,0.031746031746031744,0.018140589569160998,2.0,23.12603406326034,5.41350574712644
high,mid,high,mid,low,0.08055555555555556,0.5833333333333334,0.019444444444444445,0.125,0.002777777777777778,0.022222222222222223,0.0,0.016666666666666666,0.011111111111111112,0.013888888888888888,0.005555555555555556,0.0,0.022222222222222223,0.14444444444444443,0.12777777777777777,0.058333333333333334,0.05,0.0,0.013888888888888888,0.002777777777777778,0.0,0.011111111111111112,0.027777777777777776,0.008333333333333333,0.11388888888888889,0.002777777777777778,0.013888888888888888,0.0,0.06388888888888888,0.013888888888888888,0.002777777777777778,0.005555555555555556,0.03611111111111111,0.0,0.08055555555555556,0.0,0.0,0.0,0.09444444444444444,0.011111111111111112,0.002777777777777778,0.0,0.03333333333333333,0.016666666666666666,0.06111111111111111,0.05277777777777778,0.11666666666666667,0.0,0.0,0.0,0.008333333333333333,0.016666666666666666,0.016666666666666666,0.002777777777777778,0.002777777777777778,0.022222222222222223,0.016666666666666666,0.0,0.002777777777777778,0.06388888888888888,0.027777777777777776,0.0,0.011111111111111112,0.022222222222222223,0.5861111111111111,90.5,200,0.005555555555555556,13.333333333333334,0.225,0.15555555555555556,0.1,0.05,0.041666666666666664,0.013888888888888888,1.8888888888888888,24.949095780308106,5.477830508474581
high,mid,high,mid,low,0.03137254901960784,0.44313725490196076,0.0196078431372549,0.10196078431372549,0.00392156862745098,0.023529411764705882,0.0,0.00392156862745098,0.0,0.00392156862745098,0.0,0.00392156862745098,0.011764705882352941,0.17254901960784313,0.11372549019607843,0.07450980392156863,0.023529411764705882,0.011764705882352941,0.0,0.0,0.00392156862745098,0.01568627450980392,0.0392156862745098,0.0196078431372549,0.12156862745098039,0.0,0.0,0.0,0.043137254901960784,0.011764705882352941,0.03137254901960784,0.0,0.050980392156862744,0.0,0.09803921568627451,0.0,0.0,0.0,0.0784313725490196,0.00392156862745098,0.0,0.00392156862745098,0.043137254901960784,0.0,0.03137254901960784,0.058823529411764705,0.07450980392156863,0.00392156862745098,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.0,0.01568627450980392,0.0,0.01568627450980392,0.0,0.0,0.6196078431372549,92.0,400,0.01568627450980392,21.25,0.403921568627451,0.33725490196078434,0.28627450980392155,0.20784313725490197,0.0392156862745098,0.00784313725490196,2.0833333333333335,24.85125,5.478522167487688
high,mid,high,mid,low,0.04528985507246377,0.5670289855072463,0.06702898550724638,0.161231884057971,0.0036231884057971015,0.06884057971014493,0.021739130434782608,0.021739130434782608,0.005434782608695652,0.021739130434782608,0.007246376811594203,0.0036231884057971015,0.02355072463768116,0.12681159420289856,0.10326086956521739,0.04528985507246377,0.04710144927536232,0.0,0.014492753623188406,0.0,0.0,0.010869565217391304,0.05615942028985507,0.016304347826086956,0.16485507246376813,0.0018115942028985507,0.02355072463768116,0.009057971014492754,0.21920289855072464,0.016304347826086956,0.007246376811594203,0.010869565217391304,0.02355072463768116,0.0018115942028985507,0.1105072463768116,0.005434782608695652,0.0018115942028985507,0.0,0.09239130434782608,0.02717391304347826,0.005434782608695652,0.0036231884057971015,0.03985507246376811,0.05434782608695652,0.036231884057971016,0.04891304347826087,0.19021739130434784,0.0,0.012681159420289856,0.005434782608695652,0.0,0.025362318840579712,0.005434782608695652,0.0018115942028985507,0.010869565217391304,0.041666666666666664,0.02355072463768116,0.0,0.1068840579710145,0.14130434782608695,0.0,0.007246376811594203,0.018115942028985508,0.009057971014492754,0.4855072463768116,68.0,0,0.0,12.837209302325581,0.2246376811594203,0.13768115942028986,0.07608695652173914,0.043478260869565216,0.05615942028985507,0.019927536231884056,1.7209302325581395,13.018053183703342,5.410583333333327
high,mid,high,mid,low,0.07123287671232877,0.4712328767123288,0.038356164383561646,0.0958904109589041,0.0,0.019178082191780823,0.0,0.07397260273972603,0.0,0.0027397260273972603,0.0,0.0,0.0273972602739726,0.13972602739726028,0.08767123287671233,0.057534246575342465,0.03561643835616438,0.0027397260273972603,0.0,0.0,0.0027397260273972603,0.01643835616438356,0.0821917808219178,0.01643835616438356,0.09863013698630137,0.005479452054794521,0.030136986301369864,0.0027397260273972603,0.057534246575342465,0.010958904109589041,0.0136986301369863,0.0027397260273972603,0.024657534246575342,0.005479452054794521,0.07123287671232877,0.00821917808219178,0.0,0.0027397260273972603,0.0684931506849315,0.00821917808219178,0.07397260273972603,0.0,0.021917808219178082,0.01643835616438356,0.043835616438356165,0.03561643835616438,0.07123287671232877,0.0,0.0,0.0,0.010958904109589041,0.00821917808219178,0.005479452054794521,0.01643835616438356,0.00821917808219178,0.0136986301369863,0.005479452054794521,0.00821917808219178,0.0027397260273972603,0.03561643835616438,0.00821917808219178,0.0,0.0027397260273972603,0.024657534246575342,0.5835616438356165,114.5,1100,0.0273972602739726,14.038461538461538,0.27123287671232876,0.16712328767123288,0.10136986301369863,0.049315068493150684,0.03287671232876712,0.0273972602739726,1.8461538461538463,18.79364278506559,5.602720848056543
high,mid,high,mid,low,0.09461966604823747,0.4805194805194805,0.02411873840445269,0.08534322820037106,0.0037105751391465678,0.01855287569573284,0.0,0.00927643784786642,0.0018552875695732839,0.0018552875695732839,0.0055658627087198514,0.0,0.03525046382189239,0.14471243042671614,0.10760667903525047,0.061224489795918366,0.025974025974025976,0.0,0.0018552875695732839,0.0,0.0,0.0055658627087198514,0.06679035250463822,0.00927643784786642,0.07606679035250463,0.0,0.012987012987012988,0.0,0.02411873840445269,0.01855287569573284,0.0074211502782931356,0.00927643784786642,0.03710575139146568,0.0055658627087198514,0.06307977736549165,0.0037105751391465678,0.0,0.0018552875695732839,0.061224489795918366,0.00927643784786642,0.0018552875695732839,0.0,0.03339517625231911,0.022263450834879406,0.05009276437847866,0.04823747680890538,0.0686456400742115,0.0,0.0,0.0,0.012987012987012988,0.0,0.0055658627087198514,0.0018552875695732839,0.0,0.014842300556586271,0.0037105751391465678,0.0,0.0018552875695732839,0.02040816326530612,0.012987012987012988,0.0,0.0055658627087198514,0.0018552875695732839,0.5435992578849722,178.0,4400,0.07792207792207792,17.966666666666665,0.30241187384044527,0.22448979591836735,0.150278293135436,0.08534322820037106,0.022263450834879406,0.014842300556586271,1.9333333333333333,18.504280363830926,5.440583756345182
high,mid,high,mid,low,0.04129793510324484,0.4808259587020649,0.06489675516224189,0.1415929203539823,0.008849557522123894,0.014749262536873156,0.0029498525073746312,0.0029498525073746312,0.0,0.017699115044247787,0.0,0.0029498525073746312,0.014749262536873156,0.12979351032448377,0.08849557522123894,0.035398230088495575,0.0471976401179941,0.02359882005899705,0.017699115044247787,0.0,0.0,0.029498525073746312,0.09144542772861357,0.02359882005899705,0.12979351032448377,0.0029498525073746312,0.014749262536873156,0.0029498525073746312,0.061946902654867256,0.008849557522123894,0.011799410029498525,0.0058997050147492625,0.029498525073746312,0.0,0.07964601769911504,0.0029498525073746312,0.0,0.0,0.07964601769911504,0.02064896755162242,0.0,0.0029498525073746312,0.02654867256637168,0.011799410029498525,0.029498525073746312,0.0471976401179941,0.08849557522123894,0.0,0.0058997050147492625,0.0,0.0058997050147492625,0.014749262536873156,0.02064896755162242,0.0029498525073746312,0.0029498525073746312,0.008849557522123894,0.0058997050147492625,0.0029498525073746312,0.008849557522123894,0.04129793510324484,0.0058997050147492625,0.0029498525073746312,0.014749262536873156,0.011799410029498525,0.616519174041298,75.5,500,0.011799410029498525,13.038461538461538,0.27728613569321536,0.21238938053097345,0.11209439528023599,0.06489675516224189,0.05604719764011799,0.032448377581120944,1.7692307692307692,35.41044012282497,5.550000000000004
high,mid,high,mid,low,0.07434052757793765,0.48201438848920863,0.007194244604316547,0.0815347721822542,0.002398081534772182,0.009592326139088728,0.0,0.002398081534772182,0.002398081534772182,0.007194244604316547,0.0,0.0,0.0407673860911271,0.1630695443645084,0.11990407673860912,0.0815347721822542,0.02158273381294964,0.0,0.011990407673860911,0.0,0.0,0.011990407673860911,0.050359712230215826,0.016786570743405275,0.09592326139088729,0.002398081534772182,0.007194244604316547,0.0,0.016786570743405275,0.014388489208633094,0.007194244604316547,0.004796163069544364,0.03357314148681055,0.0,0.07673860911270983,0.0,0.0,0.0,0.08393285371702638,0.002398081534772182,0.0,0.0,0.023980815347721823,0.011990407673860911,0.05275779376498801,0.03597122302158273,0.045563549160671464,0.0,0.0,0.002398081534772182,0.007194244604316547,0.002398081534772182,0.011990407673860911,0.0,0.0,0.004796163069544364,0.002398081534772182,0.002398081534772182,0.0,0.009592326139088728,0.0,0.0,0.002398081534772182,0.007194244604316547,0.5467625899280576,147.0,2700,0.06235011990407674,14.892857142857142,0.328537170263789,0.2541966426858513,0.17266187050359713,0.10551558752997602,0.0407673860911271,0.009592326139088728,1.3214285714285714,18.493226079593565,5.486511627906987
high,mid,high,mid,low,0.06561085972850679,0.49321266968325794,0.058823529411764705,0.16515837104072398,0.0022624434389140274,0.05203619909502263,0.006787330316742082,0.03167420814479638,0.02262443438914027,0.006787330316742082,0.006787330316742082,0.0022624434389140274,0.01809954751131222,0.1085972850678733,0.09276018099547512,0.05429864253393665,0.03619909502262444,0.004524886877828055,0.01583710407239819,0.0,0.004524886877828055,0.020361990950226245,0.06334841628959276,0.00904977375565611,0.10407239819004525,0.00904977375565611,0.013574660633484163,0.0,0.05203619909502263,0.00904977375565611,0.01583710407239819,0.006787330316742082,0.04751131221719457,0.0,0.07918552036199095,0.0022624434389140274,0.004524886877828055,0.0022624434389140274,0.07692307692307693,0.00904977375565611,0.0,0.0,0.03167420814479638,0.04072398190045249,0.049773755656108594,0.033936651583710405,0.11085972850678733,0.0022624434389140274,0.0,0.0,0.00904977375565611,0.006787330316742082,0.0022624434389140274,0.006787330316742082,0.004524886877828055,0.020361990950226245,0.00904977375565611,0.0,0.0,0.07692307692307693,0.049773755656108594,0.01809954751131222,0.004524886877828055,0.004524886877828055,0.6040723981900452,102.0,2700,0.058823529411764705,18.416666666666668,0.29638009049773756,0.2149321266968326,0.12669683257918551,0.06561085972850679,0.038461538461538464,0.02262443438914027,1.625,35.31198102016607,5.497620481927715
high,mid,high,mid,low,0.03917050691244239,0.4769585253456221,0.041474654377880185,0.10368663594470046,0.004608294930875576,0.07142857142857142,0.009216589861751152,0.020737327188940093,0.018433179723502304,0.013824884792626729,0.0,0.002304147465437788,0.020737327188940093,0.11290322580645161,0.07603686635944701,0.03917050691244239,0.02534562211981567,0.0,0.002304147465437788,0.002304147465437788,0.0069124423963133645,0.02304147465437788,0.041474654377880185,0.052995391705069124,0.14516129032258066,0.0,0.018433179723502304,0.0,0.1313364055299539,0.016129032258064516,0.013824884792626729,0.004608294930875576,0.03225806451612903,0.002304147465437788,0.06912442396313365,0.004608294930875576,0.0,0.0,0.09216589861751152,0.020737327188940093,0.0,0.0,0.013824884792626729,0.01152073732718894,0.04608294930875576,0.029953917050691243,0.12903225806451613,0.0,0.0069124423963133645,0.016129032258064516,0.002304147465437788,0.009216589861751152,0.004608294930875576,0.0,0.009216589861751152,0.020737327188940093,0.009216589861751152,0.0,0.03917050691244239,0.09907834101382489,0.016129032258064516,0.002304147465437788,0.027649769585253458,0.02534562211981567,0.5483870967741935,57.5,2700,0.06221198156682028,10.585365853658537,0.3064516129032258,0.18433179723502305,0.10368663594470046,0.06682027649769585,0.10599078341013825,0.020737327188940093,1.7073170731707317,25.56,5.275256410256412
high,mid,high,mid,low,0.11274509803921569,0.4411764705882353,0.058823529411764705,0.11764705882352941,0.0,0.08333333333333333,0.0,0.00980392156862745,0.0,0.014705882352941176,0.0,0.00980392156862745,0.03431372549019608,0.11764705882352941,0.09313725490196079,0.05392156862745098,0.03431372549019608,0.0196078431372549,0.024509803921568627,0.0,0.024509803921568627,0.0,0.06862745098039216,0.004901960784313725,0.08333333333333333,0.014705882352941176,0.0392156862745098,0.0,0.0392156862745098,0.004901960784313725,0.0196078431372549,0.024509803921568627,0.03431372549019608,0.0,0.06372549019607843,0.004901960784313725,0.0,0.0,0.04411764705882353,0.024509803921568627,0.0,0.004901960784313725,0.029411764705882353,0.00980392156862745,0.03431372549019608,0.0196078431372549,0.049019607843137254,0.0,0.00980392156862745,0.0,0.024509803921568627,0.00980392156862745,0.014705882352941176,0.0,0.0,0.03431372549019608,0.00980392156862745,0.0,0.0,0.029411764705882353,0.004901960784313725,0.00980392156862745,0.0,0.014705882352941176,0.6911764705882353,95.0,100,0.004901960784313725,17.0,0.3235294117647059,0.20588235294117646,0.12254901960784313,0.0784313725490196,0.03431372549019608,0.0196078431372549,2.0,30.83941605839416,5.534814814814818
high,mid,high,mid,low,0.08502024291497975,0.5708502024291497,0.05668016194331984,0.11336032388663968,0.0,0.11740890688259109,0.012145748987854251,0.016194331983805668,0.0,0.0,0.004048582995951417,0.012145748987854251,0.032388663967611336,0.17813765182186234,0.12550607287449392,0.06882591093117409,0.048582995951417005,0.004048582995951417,0.016194331983805668,0.0,0.024291497975708502,0.016194331983805668,0.012145748987854251,0.016194331983805668,0.12955465587044535,0.0,0.020242914979757085,0.0,0.07692307692307693,0.020242914979757085,0.024291497975708502,0.0,0.02834008097165992,0.0,0.10121457489878542,0.004048582995951417,0.004048582995951417,0.0,0.0728744939271255,0.016194331983805668,0.0,0.004048582995951417,0.044534412955465584,0.032388663967611336,0.06072874493927125,0.04048582995951417,0.0728744939271255,0.0,0.016194331983805668,0.0,0.004048582995951417,0.008097165991902834,0.004048582995951417,0.004048582995951417,0.0,0.012145748987854251,0.004048582995951417,0.0,0.0,0.032388663967611336,0.0,0.012145748987854251,0.004048582995951417,0.016194331983805668,0.6396761133603239,80.5,100,0.004048582995951417,24.7,0.3076923076923077,0.242914979757085,0.13360323886639677,0.09716599190283401,0.04048582995951417,0.008097165991902834,1.8,29.436496350364962,5.079952153110051
high,mid,high,mid,low,0.09043927648578812,0.5736434108527132,0.03617571059431524,0.1111111111111111,0.00516795865633075,0.06718346253229975,0.0,0.015503875968992248,0.002583979328165375,0.0,0.002583979328165375,0.0103359173126615,0.046511627906976744,0.12661498708010335,0.1111111111111111,0.07493540051679587,0.025839793281653745,0.002583979328165375,0.007751937984496124,0.0,0.007751937984496124,0.01808785529715762,0.028423772609819122,0.05167958656330749,0.14470284237726097,0.00516795865633075,0.01808785529715762,0.0,0.10594315245478036,0.015503875968992248,0.012919896640826873,0.01808785529715762,0.023255813953488372,0.002583979328165375,0.07235142118863049,0.023255813953488372,0.002583979328165375,0.0,0.09043927648578812,0.012919896640826873,0.0,0.0,0.041343669250646,0.031007751937984496,0.05426356589147287,0.06459948320413436,0.10594315245478036,0.002583979328165375,0.00516795865633075,0.002583979328165375,0.0103359173126615,0.0103359173126615,0.00516795865633075,0.00516795865633075,0.002583979328165375,0.025839793281653745,0.007751937984496124,0.002583979328165375,0.0,0.041343669250646,0.0,0.0103359173126615,0.007751937984496124,0.023255813953488372,0.5452196382428941,78.0,300,0.007751937984496124,27.642857142857142,0.27906976744186046,0.19896640826873385,0.09819121447028424,0.06718346253229975,0.06459948320413436,0.028423772609819122,2.5,19.253333333333334,5.331769911504427
high,mid,high,mid,low,0.08641975308641975,0.5761316872427984,0.03292181069958848,0.16872427983539096,0.00823045267489712,0.07818930041152264,0.00823045267489712,0.012345679012345678,0.0,0.012345679012345678,0.012345679012345678,0.0,0.02880658436213992,0.12757201646090535,0.07818930041152264,0.04526748971193416,0.00823045267489712,0.0,0.0,0.0,0.00411522633744856,0.00823045267489712,0.04938271604938271,0.00823045267489712,0.12345679012345678,0.0,0.024691358024691357,0.0,0.10699588477366255,0.024691358024691357,0.037037037037037035,0.0,0.07407407407407407,0.0,0.09465020576131687,0.01646090534979424,0.00411522633744856,0.0,0.09876543209876543,0.03292181069958848,0.0,0.00411522633744856,0.00823045267489712,0.00823045267489712,0.06584362139917696,0.05761316872427984,0.12757201646090535,0.0,0.0,0.0,0.01646090534979424,0.00411522633744856,0.01646090534979424,0.0,0.00823045267489712,0.0411522633744856,0.00823045267489712,0.0,0.00411522633744856,0.06995884773662552,0.012345679012345678,0.037037037037037035,0.0205761316872428,0.0,0.5473251028806584,73.0,200,0.00823045267489712,17.357142857142858,0.2139917695473251,0.16049382716049382,0.1111111111111111,0.05761316872427984,0.04938271604938271,0.012345679012345678,1.3571428571428572,16.772727272727273,5.326292682926829
high,mid,high,mid,low,0.0752212389380531,0.588495575221239,0.03982300884955752,0.18584070796460178,0.0,0.048672566371681415,0.008849557522123894,0.0,0.0,0.017699115044247787,0.0,0.0,0.02654867256637168,0.10619469026548672,0.05752212389380531,0.030973451327433628,0.030973451327433628,0.0,0.035398230088495575,0.0,0.004424778761061947,0.035398230088495575,0.035398230088495575,0.004424778761061947,0.1902654867256637,0.0,0.048672566371681415,0.0,0.10176991150442478,0.0,0.004424778761061947,0.0,0.030973451327433628,0.0,0.11504424778761062,0.017699115044247787,0.004424778761061947,0.0,0.1415929203539823,0.035398230088495575,0.0,0.0,0.04424778761061947,0.03982300884955752,0.048672566371681415,0.06637168141592921,0.09734513274336283,0.0,0.01327433628318584,0.0,0.022123893805309734,0.022123893805309734,0.0,0.004424778761061947,0.01327433628318584,0.030973451327433628,0.02654867256637168,0.0,0.004424778761061947,0.030973451327433628,0.0,0.0,0.02654867256637168,0.0,0.588495575221239,70.0,800,0.035398230088495575,18.833333333333332,0.26548672566371684,0.18141592920353983,0.1504424778761062,0.12831858407079647,0.05309734513274336,0.017699115044247787,1.9166666666666667,23.52877138413686,5.333166666666671
high,mid,high,mid,low,0.08783783783783784,0.527027027027027,0.02027027027027027,0.11486486486486487,0.0,0.02702702702702703,0.0033783783783783786,0.013513513513513514,0.006756756756756757,0.016891891891891893,0.0033783783783783786,0.0033783783783783786,0.006756756756756757,0.14189189189189189,0.13513513513513514,0.060810810810810814,0.05405405405405406,0.010135135135135136,0.0033783783783783786,0.0,0.006756756756756757,0.02027027027027027,0.04391891891891892,0.060810810810810814,0.11486486486486487,0.0033783783783783786,0.010135135135135136,0.0,0.08108108108108109,0.02027027027027027,0.02364864864864865,0.030405405405405407,0.033783783783783786,0.0033783783783783786,0.04054054054054054,0.0033783783783783786,0.0,0.0,0.08108108108108109,0.0033783783783783786,0.0,0.0,0.02027027027027027,0.02702702702702703,0.04391891891891892,0.037162162162162164,0.08445945945945946,0.0,0.0033783783783783786,0.0,0.0033783783783783786,0.0033783783783783786,0.02364864864864865,0.0,0.0033783783783783786,0.010135135135135136,0.006756756756756757,0.0,0.0472972972972973,0.0472972972972973,0.006756756756756757,0.0,0.0,0.006756756756756757,0.5675675675675675,112.5,300,0.010135135135135136,22.76923076923077,0.2905405405405405,0.22972972972972974,0.14864864864864866,0.0777027027027027,0.06756756756756757,0.006756756756756757,1.6153846153846154,19.991078669910788,5.381772151898736
high,mid,high,mid,low,0.04597701149425287,0.4904214559386973,0.019157088122605363,0.16475095785440613,0.0038314176245210726,0.011494252873563218,0.0,0.01532567049808429,0.007662835249042145,0.011494252873563218,0.007662835249042145,0.0,0.034482758620689655,0.13026819923371646,0.07279693486590039,0.0421455938697318,0.019157088122605363,0.01532567049808429,0.011494252873563218,0.0,0.0,0.022988505747126436,0.034482758620689655,0.02681992337164751,0.14942528735632185,0.0038314176245210726,0.0038314176245210726,0.0,0.034482758620689655,0.011494252873563218,0.019157088122605363,0.0,0.034482758620689655,0.0,0.08812260536398467,0.0,0.0,0.0,0.10727969348659004,0.011494252873563218,0.0,0.0,0.038314176245210725,0.02681992337164751,0.04597701149425287,0.02681992337164751,0.08045977011494253,0.0,0.0,0.0,0.0,0.022988505747126436,0.007662835249042145,0.0,0.0038314176245210726,0.022988505747126436,0.007662835249042145,0.0038314176245210726,0.0,0.05363984674329502,0.022988505747126436,0.011494252873563218,0.011494252873563218,0.007662835249042145,0.7088122605363985,81.5,400,0.01532567049808429,16.3125,0.3218390804597701,0.210727969348659,0.1532567049808429,0.12643678160919541,0.08045977011494253,0.01532567049808429,2.3125,49.32065217391305,5.4982178217821795
high,mid,high,mid,low,0.02100840336134454,0.5042016806722689,0.037815126050420166,0.12605042016806722,0.004201680672268907,0.05042016806722689,0.004201680672268907,0.01680672268907563,0.004201680672268907,0.008403361344537815,0.004201680672268907,0.008403361344537815,0.03361344537815126,0.13865546218487396,0.07983193277310924,0.04201680672268908,0.029411764705882353,0.008403361344537815,0.008403361344537815,0.0,0.01680672268907563,0.029411764705882353,0.029411764705882353,0.008403361344537815,0.15126050420168066,0.0,0.02100840336134454,0.0,0.15546218487394958,0.012605042016806723,0.008403361344537815,0.004201680672268907,0.01680672268907563,0.004201680672268907,0.13025210084033614,0.02100840336134454,0.0,0.0,0.09243697478991597,0.02100840336134454,0.0,0.0,0.01680672268907563,0.025210084033613446,0.06302521008403361,0.04201680672268908,0.1134453781512605,0.0,0.02100840336134454,0.029411764705882353,0.0,0.01680672268907563,0.004201680672268907,0.004201680672268907,0.0,0.046218487394957986,0.004201680672268907,0.0,0.0,0.07142857142857142,0.004201680672268907,0.004201680672268907,0.05042016806722689,0.012605042016806723,0.6218487394957983,57.5,200,0.008403361344537815,12.526315789473685,0.28991596638655465,0.21008403361344538,0.15546218487394958,0.058823529411764705,0.07142857142857142,0.01680672268907563,2.4210526315789473,24.69208633093525,5.45181818181819
high,mid,high,mid,low,0.0852575488454707,0.4635879218472469,0.021314387211367674,0.07460035523978685,0.003552397868561279,0.019538188277087035,0.0,0.0,0.0,0.019538188277087035,0.0,0.0,0.023090586145648313,0.15630550621669628,0.12788632326820604,0.07815275310834814,0.04085257548845471,0.0053285968028419185,0.012433392539964476,0.0017761989342806395,0.0053285968028419185,0.007104795737122558,0.04440497335701599,0.04262877442273535,0.108348134991119,0.003552397868561279,0.010657193605683837,0.0017761989342806395,0.06039076376554174,0.008880994671403197,0.008880994671403197,0.007104795737122558,0.03019538188277087,0.0,0.055062166962699825,0.046181172291296625,0.0,0.0017761989342806395,0.0763765541740675,0.0017761989342806395,0.0,0.0,0.028419182948490232,0.007104795737122558,0.0497335701598579,0.017761989342806393,0.03019538188277087,0.0,0.008880994671403197,0.0,0.0017761989342806395,0.0053285968028419185,0.010657193605683837,0.0,0.0,0.0053285968028419185,0.003552397868561279,0.0,0.0,0.012433392539964476,0.008880994671403197,0.0017761989342806395,0.0,0.0017761989342806395,0.522202486678508,187.0,2200,0.03907637655417407,51.18181818181818,0.31261101243339257,0.24156305506216696,0.15808170515097691,0.10479573712255773,0.05328596802841918,0.010657193605683837,4.2727272727272725,19.48664279812724,5.464961636828647
high,mid,high,mid,low,0.07580645161290323,0.5096774193548387,0.035483870967741936,0.15161290322580645,0.0,0.041935483870967745,0.0016129032258064516,0.004838709677419355,0.0,0.00967741935483871,0.0032258064516129032,0.0016129032258064516,0.035483870967741936,0.11612903225806452,0.1032258064516129,0.06612903225806452,0.02903225806451613,0.020967741935483872,0.014516129032258065,0.0016129032258064516,0.0064516129032258064,0.02258064516129032,0.0532258064516129,0.020967741935483872,0.10967741935483871,0.0,0.00967741935483871,0.0,0.0935483870967742,0.00967741935483871,0.00967741935483871,0.017741935483870968,0.04516129032258064,0.0032258064516129032,0.07096774193548387,0.008064516129032258,0.0,0.0,0.07258064516129033,0.014516129032258065,0.0,0.0,0.02903225806451613,0.03225806451612903,0.0532258064516129,0.041935483870967745,0.08709677419354839,0.0,0.0032258064516129032,0.0032258064516129032,0.0064516129032258064,0.00967741935483871,0.0,0.0016129032258064516,0.0,0.025806451612903226,0.00967741935483871,0.0016129032258064516,0.01935483870967742,0.04516129032258064,0.0016129032258064516,0.017741935483870968,0.00967741935483871,0.01129032258064516,0.5225806451612903,125.5,900,0.014516129032258065,16.756756756756758,0.2693548387096774,0.2032258064516129,0.15806451612903225,0.09838709677419355,0.05,0.01935483870967742,2.4864864864864864,22.490238611713664,5.418726114649678
